ticker,volume,open,close,high,low,window_start,transactions
O:SPX220916P03800000,1,99.8,99.8,99.8,99.8,1653883200000000000,1
O:SPX220916P03900000,2,117.5,117.5,117.5,117.5,1653883200000000000,1
O:SPX220916P04000000,10,147.75,147.75,147.75,147.75,1653883200000000000,1
O:SPX220916P04250000,1,233.2,233.2,233.2,233.2,1653883200000000000,1
O:SPX220916P04500000,10,383.08,383.08,383.08,383.08,1653883200000000000,1
O:SPX221021C04700000,1,45.3,45.3,45.3,45.3,1653883200000000000,1
O:SPX221021C05200000,1,3.3,3.3,3.3,3.3,1653883200000000000,1
O:SPX221021C05700000,5,0.65,0.65,0.65,0.65,1653883200000000000,1
O:SPX221021P00800000,34,0.65,0.65,0.65,0.65,1653883200000000000,1
O:SPX221021P03200000,1,42.32,42.32,42.32,42.32,1653883200000000000,1
O:SPX221021P03300000,1,50.32,50.32,50.32,50.32,1653883200000000000,1
O:SPX221021P03725000,2,111.5,111.5,111.5,111.5,1653883200000000000,1
O:SPX221021P03740000,2,114.5,114.5,114.5,114.5,1653883200000000000,1
O:SPX221021P03870000,3,143.07,143.07,143.07,143.07,1653883200000000000,1
O:SPX221021P03890000,3,148.07,148.07,148.07,148.07,1653883200000000000,1
O:SPX221118C04575000,2,91.8,91.8,91.8,91.8,1653883200000000000,1
O:SPX221118C04650000,2,69.4,69.4,69.4,69.4,1653883200000000000,1
O:SPX221118C05200000,15,5.8,5.8,5.8,5.8,1653883200000000000,1
O:SPX221118C05300000,1,3.7,3.7,3.7,3.7,1653883200000000000,1
O:SPX221118P02750000,1,27.61,27.61,27.61,27.61,1653883200000000000,1
O:SPX221118P03250000,1,58.52,58.52,58.52,58.52,1653883200000000000,1
O:SPX221118P03325000,1,66.02,66.02,66.02,66.02,1653883200000000000,1
O:SPX221118P03400000,1,75.97,75.97,75.97,75.97,1653883200000000000,1
O:SPX221118P03425000,2,79.03,79.03,79.03,79.03,1653883200000000000,1
O:SPX221118P03450000,1,82.47,82.47,82.47,82.47,1653883200000000000,1
O:SPX221118P03725000,1,130.4,130.4,130.4,130.4,1653883200000000000,1
O:SPX221216C04000000,4,404,404,404,404,1653883200000000000,1
O:SPX221216C04200000,8,281,281,281,281,1653883200000000000,1
O:SPX221216C05000000,3,21,20.2,21,20.2,1653883200000000000,2
O:SPX221216C05400000,1,3.7,3.7,3.7,3.7,1653883200000000000,1
O:SPX221216C05500000,10,2.55,2.6,2.6,2.55,1653883200000000000,2
O:SPX221216P03250000,1,68.23,68.23,68.23,68.23,1653883200000000000,1
O:SPX221216P03350000,1,79.48,79.48,79.48,79.48,1653883200000000000,1
O:SPX221216P03700000,10,137.8,137.8,137.8,137.8,1653883200000000000,1
O:SPX221216P04000000,4,217.2,217.2,217.2,217.2,1653883200000000000,1
O:SPX221216P04200000,8,291.5,291.5,291.5,291.5,1653883200000000000,1
O:SPX230120P03500000,1,110.2,110.2,110.2,110.2,1653883200000000000,1
O:SPX230120P03700000,1,147.5,147.5,147.5,147.5,1653883200000000000,1
O:SPX230317C04800000,13,84.5,84.5,84.5,84.5,1653883200000000000,1
O:SPX230317P03850000,55,217.2,216.8,219.9,216.7,1653883200000000000,7
O:SPX230616P03400000,2,147,147,147,147,1653883200000000000,1
O:SPX230616P03700000,3,213,213,213,213,1653883200000000000,1
O:SPXW220531C03975000,1,219.27,219.27,219.27,219.27,1653883200000000000,1
O:SPXW220531C04025000,2,169.74,169.74,169.74,169.74,1653883200000000000,1
O:SPXW220531C04050000,72,142.96,132.2,146.3,132.2,1653883200000000000,8
O:SPXW220531C04075000,1,120.61,120.61,120.61,120.61,1653883200000000000,1
O:SPXW220531C04100000,64,95.55,86.9,95.55,86.9,1653883200000000000,4
O:SPXW220531C04105000,202,89.74,89,95.4,89,1653883200000000000,9
O:SPXW220531C04115000,2,63.57,63.57,63.57,63.57,1653883200000000000,1
O:SPXW220531C04140000,2,50.71,50.71,50.71,50.71,1653883200000000000,1
O:SPXW220531C04145000,2,40,39.5,40,39.5,1653883200000000000,2
O:SPXW220531C04150000,3,51.7,51.7,51.7,51.7,1653883200000000000,2
O:SPXW220531C04155000,4,32.85,32.85,32.85,32.85,1653883200000000000,1
O:SPXW220531C04165000,150,32.35,32.32,32.35,32.32,1653883200000000000,2
O:SPXW220531C04170000,154,29.25,25,29.27,23.5,1653883200000000000,6
O:SPXW220531C04175000,83,38.9,24.5,38.9,19,1653883200000000000,13
O:SPXW220531C04180000,69,31,22.3,31.28,19.5,1653883200000000000,9
O:SPXW220531C04185000,7,20.4,19.1,20.4,15.9,1653883200000000000,5
O:SPXW220531C04190000,4,26,13.3,26,13.3,1653883200000000000,4
O:SPXW220531C04195000,4,13.3,12.43,13.3,12.1,1653883200000000000,3
O:SPXW220531C04200000,125,19.5,12.8,23.5,9.8,1653883200000000000,71
O:SPXW220531C04205000,11,15,10.2,15,8.3,1653883200000000000,11
O:SPXW220531C04210000,31,18,8.3,18.2,7.3,1653883200000000000,17
O:SPXW220531C04215000,240,13.54,8.17,15.7,6.2,1653883200000000000,29
O:SPXW220531C04220000,30,10.6,6.4,10.7,4.9,1653883200000000000,27
O:SPXW220531C04225000,26,12,6,12,3.9,1653883200000000000,25
O:SPXW220531C04230000,103,8.19,4.3,10.3,3,1653883200000000000,38
O:SPXW220531C04235000,75,8,4.2,8,2.5,1653883200000000000,38
O:SPXW220531C04240000,24,6.8,3.7,6.8,2.05,1653883200000000000,24
O:SPXW220531C04245000,139,5.4,2.45,5.7,1.55,1653883200000000000,44
O:SPXW220531C04250000,187,3.8,2.15,4.8,1.15,1653883200000000000,92
O:SPXW220531C04255000,60,2.9,1.65,3.8,1.05,1653883200000000000,42
O:SPXW220531C04260000,349,2.1,1.25,3.1,0.9,1653883200000000000,69
O:SPXW220531C04265000,51,2.25,1,2.45,0.55,1653883200000000000,34
O:SPXW220531C04270000,50,1.5,0.9,1.8,0.5,1653883200000000000,42
O:SPXW220531C04275000,59,1.4,0.7,1.5,0.5,1653883200000000000,31
O:SPXW220531C04280000,73,1,0.35,1.2,0.35,1653883200000000000,56
O:SPXW220531C04285000,27,0.8,0.45,1.05,0.45,1653883200000000000,16
O:SPXW220531C04290000,2,0.5,0.32,0.5,0.32,1653883200000000000,2
O:SPXW220531C04295000,58,0.55,0.27,0.6,0.25,1653883200000000000,13
O:SPXW220531C04300000,47,0.4,0.25,0.5,0.2,1653883200000000000,23
O:SPXW220531C04305000,1,0.2,0.2,0.2,0.2,1653883200000000000,1
O:SPXW220531C04310000,1,0.3,0.3,0.3,0.3,1653883200000000000,1
O:SPXW220531C04325000,6,0.25,0.25,0.25,0.25,1653883200000000000,2
O:SPXW220531C04330000,8,0.2,0.15,0.2,0.15,1653883200000000000,2
O:SPXW220531C04335000,5,0.2,0.1,0.2,0.1,1653883200000000000,5
O:SPXW220531C04340000,1,0.2,0.2,0.2,0.2,1653883200000000000,1
O:SPXW220531C04390000,1,0.05,0.05,0.05,0.05,1653883200000000000,1
O:SPXW220531P03750000,13,0.06,0.06,0.06,0.06,1653883200000000000,1
O:SPXW220531P03805000,1,0.07,0.07,0.07,0.07,1653883200000000000,1
O:SPXW220531P03830000,2,0.07,0.07,0.07,0.07,1653883200000000000,1
O:SPXW220531P03850000,1,0.05,0.05,0.05,0.05,1653883200000000000,1
O:SPXW220531P03910000,1,0.2,0.2,0.2,0.2,1653883200000000000,1
O:SPXW220531P03925000,2,0.15,0.15,0.15,0.15,1653883200000000000,2
O:SPXW220531P03940000,1,0.3,0.3,0.3,0.3,1653883200000000000,1
O:SPXW220531P03950000,11,0.2,0.3,0.3,0.2,1653883200000000000,3
O:SPXW220531P03960000,13,0.31,0.31,0.31,0.31,1653883200000000000,1
O:SPXW220531P03975000,25,0.3,0.3,0.3,0.3,1653883200000000000,5
O:SPXW220531P03980000,4,0.3,0.3,0.3,0.3,1653883200000000000,2
O:SPXW220531P03985000,3,0.35,0.35,0.35,0.35,1653883200000000000,2
O:SPXW220531P03990000,20,0.4,0.4,0.4,0.4,1653883200000000000,1
O:SPXW220531P04000000,17,0.6,0.55,0.6,0.35,1653883200000000000,12
O:SPXW220531P04005000,3,0.55,0.65,0.65,0.55,1653883200000000000,3
O:SPXW220531P04010000,4,0.5,0.7,0.7,0.5,1653883200000000000,3
O:SPXW220531P04015000,2,0.6,0.6,0.6,0.6,1653883200000000000,1
O:SPXW220531P04025000,17,0.75,0.85,1,0.55,1653883200000000000,6
O:SPXW220531P04030000,4,0.8,0.75,0.85,0.7,1653883200000000000,4
O:SPXW220531P04035000,3,0.7,0.95,1,0.7,1653883200000000000,3
O:SPXW220531P04040000,10,0.8,1.3,1.3,0.7,1653883200000000000,7
O:SPXW220531P04045000,2,1.2,1.15,1.2,1.15,1653883200000000000,2
O:SPXW220531P04050000,40,1.1,1,1.55,0.8,1653883200000000000,18
O:SPXW220531P04055000,5,1.25,1.6,1.6,1.15,1653883200000000000,5
O:SPXW220531P04060000,120,1.4,1.48,1.9,1.02,1653883200000000000,19
O:SPXW220531P04065000,1,1.2,1.2,1.2,1.2,1653883200000000000,1
O:SPXW220531P04070000,1,1.9,1.9,1.9,1.9,1653883200000000000,1
O:SPXW220531P04075000,34,1.3,1.9,2.2,1.3,1653883200000000000,9
O:SPXW220531P04080000,28,1.75,2.3,3,1.45,1653883200000000000,9
O:SPXW220531P04085000,5,1.85,2.25,3.5,1.5,1653883200000000000,5
O:SPXW220531P04090000,26,2.4,2.75,3.2,1.8,1653883200000000000,14
O:SPXW220531P04095000,28,3.04,3.4,3.9,2,1653883200000000000,9
O:SPXW220531P04100000,100,3.2,3.9,5.2,2.1,1653883200000000000,58
O:SPXW220531P04105000,29,3.79,5.6,5.6,2.5,1653883200000000000,10
O:SPXW220531P04110000,20,4.3,4.58,4.58,2.8,1653883200000000000,14
O:SPXW220531P04115000,3,4.7,5.7,5.7,3.8,1653883200000000000,3
O:SPXW220531P04120000,15,4.1,6.1,7.7,3.48,1653883200000000000,14
O:SPXW220531P04125000,22,5.8,6.5,8.3,3.75,1653883200000000000,20
O:SPXW220531P04130000,15,5.2,7,9.7,4.48,1653883200000000000,11
O:SPXW220531P04135000,7,7,10.43,10.43,7,1653883200000000000,6
O:SPXW220531P04140000,32,6.2,9.9,11,6.2,1653883200000000000,9
O:SPXW220531P04145000,27,7.9,10.3,13.2,6.4,1653883200000000000,16
O:SPXW220531P04150000,38,9.6,14,15.3,6.6,1653883200000000000,31
O:SPXW220531P04155000,6,12.9,15.3,15.3,12.9,1653883200000000000,4
O:SPXW220531P04160000,42,12.8,13.4,16.9,8.8,1653883200000000000,21
O:SPXW220531P04165000,6,20.4,19.4,20.4,19.2,1653883200000000000,6
O:SPXW220531P04170000,9,16,21.7,22.32,12,1653883200000000000,9
O:SPXW220531P04175000,12,20.6,22.1,22.1,20.6,1653883200000000000,3
O:SPXW220531P04180000,19,19.2,16.4,19.2,16.4,1653883200000000000,5
O:SPXW220531P04185000,6,20.8,23.8,24.8,20.8,1653883200000000000,6
O:SPXW220531P04190000,34,22,22.5,23.5,18,1653883200000000000,8
O:SPXW220531P04200000,20,25.2,25.2,25.2,25.2,1653883200000000000,2
O:SPXW220531P04215000,2,42.6,42.9,42.9,42.6,1653883200000000000,2
O:SPXW220531P04270000,20,89.6,89.9,89.9,89.6,1653883200000000000,3
O:SPXW220531P04290000,11,109.2,107,109.2,107,1653883200000000000,5
O:SPXW220601C04000000,2,202.81,186.7,202.81,186.7,1653883200000000000,2
O:SPXW220601C04030000,1,157.01,157.01,157.01,157.01,1653883200000000000,1
O:SPXW220601C04100000,49,102.24,98.67,102.24,98.67,1653883200000000000,3
O:SPXW220601C04125000,2,67.4,65.77,67.4,65.77,1653883200000000000,2
O:SPXW220601C04130000,1,62.95,62.95,62.95,62.95,1653883200000000000,1
O:SPXW220601C04135000,28,72.36,72.27,72.36,72.27,1653883200000000000,2
O:SPXW220601C04140000,49,69.09,66.09,69.09,66.09,1653883200000000000,3
O:SPXW220601C04160000,2,44.61,44.61,44.61,44.61,1653883200000000000,1
O:SPXW220601C04175000,5,33.84,33.15,33.84,32.85,1653883200000000000,3
O:SPXW220601C04185000,6,26.2,25.7,26.2,23.6,1653883200000000000,4
O:SPXW220601C04195000,1,23.23,23.23,23.23,23.23,1653883200000000000,1
O:SPXW220601C04200000,63,30.58,19.08,32.53,19.08,1653883200000000000,8
O:SPXW220601C04205000,1,17.13,17.13,17.13,17.13,1653883200000000000,1
O:SPXW220601C04210000,4,16.2,15.7,16.2,15.7,1653883200000000000,2
O:SPXW220601C04220000,53,20.71,12.1,20.71,12.1,1653883200000000000,6
O:SPXW220601C04225000,2,12.83,12.13,12.83,12.13,1653883200000000000,2
O:SPXW220601C04230000,4,17,10.2,17,10.2,1653883200000000000,4
O:SPXW220601C04235000,2,8.3,8.3,8.3,8.3,1653883200000000000,1
O:SPXW220601C04240000,1,8.43,8.43,8.43,8.43,1653883200000000000,1
O:SPXW220601C04245000,2,8.6,6.6,8.6,6.6,1653883200000000000,2
O:SPXW220601C04250000,11,11,5.7,11,5.3,1653883200000000000,10
O:SPXW220601C04260000,77,7.91,4.7,8.9,4.7,1653883200000000000,17
O:SPXW220601C04265000,30,6.7,6.6,7.5,6.6,1653883200000000000,4
O:SPXW220601C04270000,2,3.8,4.3,4.3,3.8,1653883200000000000,2
O:SPXW220601C04275000,1,5.5,5.5,5.5,5.5,1653883200000000000,1
O:SPXW220601C04280000,5,4,3.3,4.8,3.3,1653883200000000000,5
O:SPXW220601C04285000,3,2.4,2.3,2.4,1.95,1653883200000000000,3
O:SPXW220601C04290000,2,2.65,2.55,2.65,2.55,1653883200000000000,2
O:SPXW220601C04295000,2,2.1,1.85,2.1,1.85,1653883200000000000,2
O:SPXW220601C04300000,122,2.25,1.45,2.75,1,1653883200000000000,46
O:SPXW220601C04305000,1,1.1,1.1,1.1,1.1,1653883200000000000,1
O:SPXW220601C04310000,7,1.2,0.95,1.2,0.95,1653883200000000000,4
O:SPXW220601C04315000,3,1.3,1.45,1.45,1.25,1653883200000000000,3
O:SPXW220601C04320000,6,1.1,0.8,1.2,0.8,1653883200000000000,6
O:SPXW220601C04325000,201,1,0.6,1.15,0.5,1653883200000000000,127
O:SPXW220601C04330000,9,0.85,0.5,0.85,0.45,1653883200000000000,6
O:SPXW220601C04340000,4,0.65,0.3,0.65,0.3,1653883200000000000,4
O:SPXW220601C04375000,1,0.2,0.2,0.2,0.2,1653883200000000000,1
O:SPXW220601C04400000,1,0.2,0.2,0.2,0.2,1653883200000000000,1
O:SPXW220601P03000000,2,0.05,0.05,0.05,0.05,1653883200000000000,1
O:SPXW220601P03900000,1,0.55,0.55,0.55,0.55,1653883200000000000,1
O:SPXW220601P03905000,12,0.6,0.6,0.6,0.6,1653883200000000000,2
O:SPXW220601P03950000,6,1,1,1,1,1653883200000000000,1
O:SPXW220601P03975000,1,1.45,1.45,1.45,1.45,1653883200000000000,1
O:SPXW220601P04000000,5,1.5,1.75,1.75,1.45,1653883200000000000,5
O:SPXW220601P04020000,1,2.5,2.5,2.5,2.5,1653883200000000000,1
O:SPXW220601P04050000,10,4.3,4.3,4.3,4.3,1653883200000000000,2
O:SPXW220601P04055000,2,3.2,3.6,3.6,3.2,1653883200000000000,2
O:SPXW220601P04060000,10,3.97,3.97,3.97,3.97,1653883200000000000,1
O:SPXW220601P04070000,10,4.67,4.67,4.67,4.67,1653883200000000000,1
O:SPXW220601P04085000,6,5.7,6.4,6.4,5.7,1653883200000000000,6
O:SPXW220601P04090000,1,9.5,9.5,9.5,9.5,1653883200000000000,1
O:SPXW220601P04095000,2,9.89,9.89,9.89,9.89,1653883200000000000,1
O:SPXW220601P04100000,12,6.9,10.7,10.7,6.9,1653883200000000000,8
O:SPXW220601P04105000,1,10.55,10.55,10.55,10.55,1653883200000000000,1
O:SPXW220601P04120000,1,13.6,13.6,13.6,13.6,1653883200000000000,1
O:SPXW220601P04130000,6,11.8,14.7,14.7,11.8,1653883200000000000,6
O:SPXW220601P04150000,7,17.22,22.3,22.3,16.5,1653883200000000000,6
O:SPXW220601P04170000,3,31.2,29.8,31.2,28.7,1653883200000000000,3
O:SPXW220601P04175000,2,33.6,32.8,33.6,32.8,1653883200000000000,2
O:SPXW220601P04180000,10,29.2,29.8,29.8,29.2,1653883200000000000,3
O:SPXW220601P04185000,7,33.2,33.2,33.2,33.2,1653883200000000000,1
O:SPXW220601P04190000,2,31.2,41.4,41.4,31.2,1653883200000000000,2
O:SPXW220601P04195000,4,30.2,38.3,38.3,30.2,1653883200000000000,3
O:SPXW220601P04200000,2,37.38,37.38,37.38,37.38,1653883200000000000,1
O:SPXW220602C04175000,19,49.11,37,49.11,36.4,1653883200000000000,7
O:SPXW220602C04200000,22,35.21,26,40,25.7,1653883200000000000,14
O:SPXW220602C04250000,367,16.21,11.12,16.88,9.87,1653883200000000000,9
O:SPXW220602C04300000,378,5.01,3.2,5.3,2.7,1653883200000000000,17
O:SPXW220602C04400000,4,0.45,0.4,0.5,0.4,1653883200000000000,3
O:SPXW220602P03640000,1,0.25,0.25,0.25,0.25,1653883200000000000,1
O:SPXW220602P03785000,2,0.55,0.55,0.55,0.55,1653883200000000000,2
O:SPXW220602P03800000,10,0.46,0.46,0.46,0.46,1653883200000000000,1
O:SPXW220602P03875000,10,0.87,0.87,0.87,0.87,1653883200000000000,1
O:SPXW220602P03885000,1,0.95,0.95,0.95,0.95,1653883200000000000,1
O:SPXW220602P03900000,1,1,1,1,1,1653883200000000000,1
O:SPXW220602P03935000,10,1.26,1.26,1.26,1.26,1653883200000000000,1
O:SPXW220602P03980000,66,1.85,2.35,2.35,1.85,1653883200000000000,2
O:SPXW220602P04000000,10,2.62,2.62,2.62,2.62,1653883200000000000,1
O:SPXW220602P04040000,9,5.57,6.82,7.6,5.57,1653883200000000000,4
O:SPXW220602P04050000,8,6.32,7.82,7.82,6.32,1653883200000000000,3
O:SPXW220602P04060000,2,9.6,8.8,9.6,8.8,1653883200000000000,2
O:SPXW220602P04070000,2,7.7,8.2,8.2,7.7,1653883200000000000,2
O:SPXW220602P04080000,2,12.37,12.37,12.37,12.37,1653883200000000000,1
O:SPXW220602P04100000,2,11.6,13,13,11.6,1653883200000000000,2
O:SPXW220602P04130000,1,18.8,18.8,18.8,18.8,1653883200000000000,1
O:SPXW220602P04140000,2,26.32,26.32,26.32,26.32,1653883200000000000,1
O:SPXW220602P04175000,7,39.6,39.6,39.6,39.6,1653883200000000000,1
O:SPXW220603C04000000,1,204,204,204,204,1653883200000000000,1
O:SPXW220603C04015000,1,192.8,192.8,192.8,192.8,1653883200000000000,1
O:SPXW220603C04050000,6,130.6,130.6,130.6,130.6,1653883200000000000,1
O:SPXW220603C04150000,26,71.85,57,71.85,57,1653883200000000000,2
O:SPXW220603C04160000,6,51.1,51.1,51.1,51.1,1653883200000000000,1
O:SPXW220603C04175000,7,60.01,44,60.01,43.8,1653883200000000000,4
O:SPXW220603C04180000,1,55.09,55.09,55.09,55.09,1653883200000000000,1
O:SPXW220603C04190000,68,46.5,36.8,46.5,36.8,1653883200000000000,9
O:SPXW220603C04200000,15,45,35,46.03,32.2,1653883200000000000,8
O:SPXW220603C04205000,10,40.78,40.35,40.78,40.35,1653883200000000000,3
O:SPXW220603C04225000,2,33.52,28.39,33.52,28.39,1653883200000000000,2
O:SPXW220603C04235000,1,27.43,27.43,27.43,27.43,1653883200000000000,1
O:SPXW220603C04250000,2,23.21,19.19,23.21,19.19,1653883200000000000,2
O:SPXW220603C04265000,1,11.1,11.1,11.1,11.1,1653883200000000000,1
O:SPXW220603C04270000,3,16.4,15.6,16.4,15.6,1653883200000000000,3
O:SPXW220603C04280000,14,13.1,9.7,13.2,8.1,1653883200000000000,8
O:SPXW220603C04295000,1,10.3,10.3,10.3,10.3,1653883200000000000,1
O:SPXW220603C04300000,705,8.39,6.5,9.3,5.08,1653883200000000000,31
O:SPXW220603C04310000,2,7,5.8,7,5.8,1653883200000000000,2
O:SPXW220603C04320000,3,5.75,5.75,5.75,5.75,1653883200000000000,1
O:SPXW220603C04325000,2,5,5.2,5.2,5,1653883200000000000,2
O:SPXW220603C04340000,7,3.8,2.3,3.8,2,1653883200000000000,7
O:SPXW220603C04350000,668,2.95,1.62,2.95,1.62,1653883200000000000,11
O:SPXW220603C04355000,2,2.7,2.05,2.7,2.05,1653883200000000000,2
O:SPXW220603C04360000,2,2.1,1.9,2.1,1.9,1653883200000000000,2
O:SPXW220603C04380000,3,1.32,1.32,1.32,1.32,1653883200000000000,2
O:SPXW220603C04390000,1,1.1,1.1,1.1,1.1,1653883200000000000,1
O:SPXW220603C04400000,41,0.9,0.6,1.05,0.6,1653883200000000000,28
O:SPXW220603C04410000,1,0.6,0.6,0.6,0.6,1653883200000000000,1
O:SPXW220603P03650000,6,0.48,0.48,0.48,0.48,1653883200000000000,1
O:SPXW220603P03750000,6,0.78,0.78,0.78,0.78,1653883200000000000,1
O:SPXW220603P03755000,20,0.71,0.71,0.73,0.71,1653883200000000000,4
O:SPXW220603P03810000,10,1.07,1.07,1.07,1.07,1653883200000000000,1
O:SPXW220603P03825000,10,1.12,1.12,1.12,1.12,1653883200000000000,2
O:SPXW220603P03840000,2,1.28,1.28,1.28,1.28,1653883200000000000,1
O:SPXW220603P03850000,20,1.26,1.26,1.26,1.23,1653883200000000000,4
O:SPXW220603P03925000,15,2.2,2.2,2.2,2.2,1653883200000000000,1
O:SPXW220603P03940000,1,3,3,3,3,1653883200000000000,1
O:SPXW220603P03950000,11,2.3,3.7,3.7,2.3,1653883200000000000,3
O:SPXW220603P03960000,2,2.65,2.65,2.65,2.65,1653883200000000000,1
O:SPXW220603P03975000,10,3.76,3.76,3.76,3.76,1653883200000000000,2
O:SPXW220603P04000000,16,4.8,5.9,5.9,4.1,1653883200000000000,16
O:SPXW220603P04005000,15,5.69,5.69,5.69,5.69,1653883200000000000,1
O:SPXW220603P04010000,1,5.2,5.2,5.2,5.2,1653883200000000000,1
O:SPXW220603P04015000,25,6.39,7.27,7.27,6.39,1653883200000000000,2
O:SPXW220603P04030000,1,10.02,10.02,10.02,10.02,1653883200000000000,1
O:SPXW220603P04045000,1,10.18,10.18,10.18,10.18,1653883200000000000,1
O:SPXW220603P04050000,12,10.65,11.89,12.69,10.65,1653883200000000000,5
O:SPXW220603P04055000,11,11.25,12.59,12.59,11.25,1653883200000000000,4
O:SPXW220603P04090000,1,20.12,20.12,20.12,20.12,1653883200000000000,1
O:SPXW220603P04100000,3,22.59,21.15,22.59,21.15,1653883200000000000,2
O:SPXW220603P04105000,2,22.35,22.35,22.35,22.35,1653883200000000000,1
O:SPXW220603P04125000,3,22,22,22,22,1653883200000000000,2
O:SPXW220603P04140000,6,32.62,32.62,32.62,32.62,1653883200000000000,1
O:SPXW220603P04150000,1,37.2,37.2,37.2,37.2,1653883200000000000,1
O:SPXW220603P04170000,8,35.8,45,45,35.8,1653883200000000000,3
O:SPXW220603P04180000,1,40.5,40.5,40.5,40.5,1653883200000000000,1
O:SPXW220606C04175000,1,62.65,62.65,62.65,62.65,1653883200000000000,1
